Method,Train_Task,Round,Eval_Task,Accuracy
random+tts,0,1,0,25.8
random+tts,0,2,0,25.0
random+tts,0,3,0,44.725
random+tts,0,4,0,56.55
random+tts,0,5,0,56.525
random+tts,0,6,0,53.475
random+tts,0,7,0,25.125
random+tts,0,8,0,37.55
random+tts,0,9,0,54.75
random+tts,0,10,0,58.8
random+tts,0,11,0,57.35
random+tts,0,12,0,30.775
random+tts,0,13,0,57.5
random+tts,0,14,0,60.35
random+tts,0,15,0,58.95
random+tts,0,16,0,61.275
random+tts,0,17,0,56.6
random+tts,0,18,0,60.2
random+tts,0,19,0,42.075
random+tts,0,20,0,60.325
random+tts,0,21,0,36.425
random+tts,0,22,0,58.0
random+tts,0,23,0,65.025
random+tts,0,24,0,26.6
random+tts,0,25,0,35.75
random+tts,0,26,0,37.85
random+tts,0,27,0,53.85
random+tts,0,28,0,58.35
random+tts,0,29,0,57.425
random+tts,0,30,0,59.9
random+tts,0,31,0,61.775
random+tts,0,32,0,50.55
random+tts,0,33,0,61.8
random+tts,0,34,0,61.05
random+tts,0,35,0,50.775
random+tts,0,36,0,55.8
random+tts,0,37,0,62.15
random+tts,0,38,0,64.2
random+tts,0,39,0,47.825
random+tts,0,40,0,63.125
random+tts,0,41,0,64.3
random+tts,0,42,0,64.525
random+tts,0,43,0,64.15
random+tts,0,44,0,47.2
random+tts,0,45,0,65.325
random+tts,0,46,0,41.95
random+tts,0,47,0,64.35
random+tts,0,48,0,34.525
random+tts,0,49,0,60.95
random+tts,0,50,0,66.175
random+tts,1,1,0,0.0
random+tts,1,1,1,45.233333333333334
random+tts,1,2,0,0.0
random+tts,1,2,1,53.666666666666664
random+tts,1,3,0,0.0
random+tts,1,3,1,53.233333333333334
random+tts,1,4,0,0.425
random+tts,1,4,1,59.1
random+tts,1,5,0,0.25
random+tts,1,5,1,60.8
random+tts,1,6,0,3.975
random+tts,1,6,1,61.36666666666667
random+tts,1,7,0,0.75
random+tts,1,7,1,60.5
random+tts,1,8,0,5.85
random+tts,1,8,1,62.63333333333333
random+tts,1,9,0,1.725
random+tts,1,9,1,63.266666666666666
random+tts,1,10,0,6.525
random+tts,1,10,1,63.7
random+tts,1,11,0,8.025
random+tts,1,11,1,63.833333333333336
random+tts,1,12,0,6.65
random+tts,1,12,1,64.23333333333333
random+tts,1,13,0,8.4
random+tts,1,13,1,64.43333333333334
random+tts,1,14,0,3.25
random+tts,1,14,1,65.53333333333333
random+tts,1,15,0,11.225
random+tts,1,15,1,64.16666666666667
random+tts,1,16,0,11.625
random+tts,1,16,1,65.26666666666667
random+tts,1,17,0,9.375
random+tts,1,17,1,65.66666666666667
random+tts,1,18,0,14.85
random+tts,1,18,1,66.0
random+tts,1,19,0,11.725
random+tts,1,19,1,65.73333333333333
random+tts,1,20,0,9.025
random+tts,1,20,1,65.66666666666667
random+tts,1,21,0,17.1
random+tts,1,21,1,66.33333333333333
random+tts,1,22,0,6.45
random+tts,1,22,1,67.3
random+tts,1,23,0,11.275
random+tts,1,23,1,66.5
random+tts,1,24,0,8.65
random+tts,1,24,1,67.16666666666667
random+tts,1,25,0,17.55
random+tts,1,25,1,67.6
random+tts,1,26,0,10.425
random+tts,1,26,1,67.6
random+tts,1,27,0,13.475
random+tts,1,27,1,68.2
random+tts,1,28,0,13.65
random+tts,1,28,1,67.9
random+tts,1,29,0,13.125
random+tts,1,29,1,67.8
random+tts,1,30,0,12.2
random+tts,1,30,1,68.0
random+tts,1,31,0,17.75
random+tts,1,31,1,68.5
random+tts,1,32,0,13.35
random+tts,1,32,1,68.13333333333334
random+tts,1,33,0,13.35
random+tts,1,33,1,69.06666666666666
random+tts,1,34,0,13.3
random+tts,1,34,1,67.8
random+tts,1,35,0,15.775
random+tts,1,35,1,68.73333333333333
random+tts,1,36,0,14.075
random+tts,1,36,1,68.6
random+tts,1,37,0,15.025
random+tts,1,37,1,68.06666666666666
random+tts,1,38,0,17.1
random+tts,1,38,1,68.9
random+tts,1,39,0,12.875
random+tts,1,39,1,68.36666666666666
random+tts,1,40,0,14.45
random+tts,1,40,1,68.63333333333334
random+tts,1,41,0,15.45
random+tts,1,41,1,69.2
random+tts,1,42,0,16.85
random+tts,1,42,1,69.03333333333333
random+tts,1,43,0,12.875
random+tts,1,43,1,69.2
random+tts,1,44,0,12.3
random+tts,1,44,1,69.33333333333333
random+tts,1,45,0,13.45
random+tts,1,45,1,69.4
random+tts,1,46,0,12.475
random+tts,1,46,1,69.73333333333333
random+tts,1,47,0,12.125
random+tts,1,47,1,69.8
random+tts,1,48,0,13.65
random+tts,1,48,1,69.53333333333333
random+tts,1,49,0,14.15
random+tts,1,49,1,69.53333333333333
random+tts,1,50,0,13.625
random+tts,1,50,1,69.36666666666666
random+tts,2,1,0,0.0
random+tts,2,1,1,0.0
random+tts,2,1,2,50.833333333333336
random+tts,2,2,0,0.0
random+tts,2,2,1,0.0
random+tts,2,2,2,63.333333333333336
random+tts,2,3,0,0.0
random+tts,2,3,1,0.0
random+tts,2,3,2,69.5
random+tts,2,4,0,0.025
random+tts,2,4,1,0.0
random+tts,2,4,2,70.33333333333333
random+tts,2,5,0,0.475
random+tts,2,5,1,0.0
random+tts,2,5,2,74.36666666666666
random+tts,2,6,0,0.225
random+tts,2,6,1,0.03333333333333333
random+tts,2,6,2,73.16666666666667
random+tts,2,7,0,0.05
random+tts,2,7,1,0.0
random+tts,2,7,2,75.36666666666666
random+tts,2,8,0,2.225
random+tts,2,8,1,0.06666666666666667
random+tts,2,8,2,77.26666666666667
random+tts,2,9,0,3.325
random+tts,2,9,1,0.1
random+tts,2,9,2,76.53333333333333
random+tts,2,10,0,0.4
random+tts,2,10,1,0.03333333333333333
random+tts,2,10,2,76.4
random+tts,2,11,0,2.85
random+tts,2,11,1,0.06666666666666667
random+tts,2,11,2,75.66666666666667
random+tts,2,12,0,3.0
random+tts,2,12,1,0.6333333333333333
random+tts,2,12,2,78.13333333333334
random+tts,2,13,0,3.725
random+tts,2,13,1,2.2666666666666666
random+tts,2,13,2,77.06666666666666
random+tts,2,14,0,0.0
random+tts,2,14,1,0.3333333333333333
random+tts,2,14,2,76.2
random+tts,2,15,0,1.125
random+tts,2,15,1,2.1333333333333333
random+tts,2,15,2,76.93333333333334
random+tts,2,16,0,3.125
random+tts,2,16,1,2.0
random+tts,2,16,2,78.86666666666666
random+tts,2,17,0,0.775
random+tts,2,17,1,0.8333333333333334
random+tts,2,17,2,77.8
random+tts,2,18,0,1.4
random+tts,2,18,1,3.7
random+tts,2,18,2,78.96666666666667
random+tts,2,19,0,1.825
random+tts,2,19,1,4.133333333333334
random+tts,2,19,2,78.53333333333333
random+tts,2,20,0,1.6
random+tts,2,20,1,4.933333333333334
random+tts,2,20,2,79.2
random+tts,2,21,0,2.8
random+tts,2,21,1,4.466666666666667
random+tts,2,21,2,79.03333333333333
random+tts,2,22,0,3.475
random+tts,2,22,1,4.066666666666666
random+tts,2,22,2,78.53333333333333
random+tts,2,23,0,2.85
random+tts,2,23,1,3.966666666666667
random+tts,2,23,2,79.5
random+tts,2,24,0,4.0
random+tts,2,24,1,4.8
random+tts,2,24,2,79.1
random+tts,2,25,0,3.75
random+tts,2,25,1,4.566666666666666
random+tts,2,25,2,80.4
random+tts,2,26,0,5.475
random+tts,2,26,1,5.166666666666667
random+tts,2,26,2,78.76666666666667
random+tts,2,27,0,4.375
random+tts,2,27,1,3.9
random+tts,2,27,2,80.16666666666667
random+tts,2,28,0,5.125
random+tts,2,28,1,4.833333333333333
random+tts,2,28,2,80.2
random+tts,2,29,0,4.875
random+tts,2,29,1,10.6
random+tts,2,29,2,79.66666666666667
random+tts,2,30,0,6.3
random+tts,2,30,1,3.4
random+tts,2,30,2,79.53333333333333
random+tts,2,31,0,5.675
random+tts,2,31,1,8.1
random+tts,2,31,2,80.36666666666666
random+tts,2,32,0,4.55
random+tts,2,32,1,7.5
random+tts,2,32,2,80.4
random+tts,2,33,0,5.55
random+tts,2,33,1,6.433333333333334
random+tts,2,33,2,80.43333333333334
random+tts,2,34,0,7.0
random+tts,2,34,1,8.5
random+tts,2,34,2,79.4
random+tts,2,35,0,5.1
random+tts,2,35,1,7.3
random+tts,2,35,2,81.4
random+tts,2,36,0,5.675
random+tts,2,36,1,7.033333333333333
random+tts,2,36,2,80.06666666666666
random+tts,2,37,0,6.8
random+tts,2,37,1,10.9
random+tts,2,37,2,80.1
random+tts,2,38,0,6.025
random+tts,2,38,1,8.766666666666667
random+tts,2,38,2,80.4
random+tts,2,39,0,5.025
random+tts,2,39,1,9.8
random+tts,2,39,2,80.46666666666667
random+tts,2,40,0,5.75
random+tts,2,40,1,7.766666666666667
random+tts,2,40,2,80.4
random+tts,2,41,0,4.875
random+tts,2,41,1,8.1
random+tts,2,41,2,81.03333333333333
random+tts,2,42,0,5.525
random+tts,2,42,1,8.8
random+tts,2,42,2,80.83333333333333
random+tts,2,43,0,5.8
random+tts,2,43,1,9.766666666666667
random+tts,2,43,2,81.0
random+tts,2,44,0,5.85
random+tts,2,44,1,9.266666666666667
random+tts,2,44,2,80.7
random+tts,2,45,0,5.425
random+tts,2,45,1,9.466666666666667
random+tts,2,45,2,81.03333333333333
random+tts,2,46,0,5.8
random+tts,2,46,1,9.233333333333333
random+tts,2,46,2,81.13333333333334
random+tts,2,47,0,6.375
random+tts,2,47,1,9.466666666666667
random+tts,2,47,2,80.76666666666667
random+tts,2,48,0,6.6
random+tts,2,48,1,9.733333333333333
random+tts,2,48,2,81.16666666666667
random+tts,2,49,0,6.2
random+tts,2,49,1,9.9
random+tts,2,49,2,80.96666666666667
random+tts,2,50,0,6.575
random+tts,2,50,1,11.2
random+tts,2,50,2,81.0
